Unnamed: 0,review_description,rating,company
60,تطبيق جميل شكرا لجهودكم,1,talbat
61,مممممتاز,1,talbat
62,تطبيق فاشل,-1,talbat
63,تجربه ناجحه طلبات احسنتم,1,talbat
64,عذرا أيش الفائدة المواقع يتعذر التوصيل خاصا محلات البقالة قليله البرنامج، المطاعم موجوده بكثرة خدمه ممتازه يحتاج التطوير,1,talbat
65,سيء,-1,talbat
66,جيد,0,talbat
68,تطبيق سئ يتعامل بجدية العروض القسائم وايضا يتعامل المكتبات,-1,talbat
69,لايدعم العراق,-1,talbat
70,فيو احتيل,-1,talbat
71,جحهنناغنمجظ جحختاىةزونه,-1,talbat
72,عروض كذب,-1,talbat
74,يستحق نجمه حددت الموقع شارع الزعفرانية العام يوجد توصيل لهذه المنطقة وللعلم الزعفرانية مركز المحافظة فكيف الحال باطراف المحافظة,-1,talbat
75,تجربة مريرة للاسف يتم الخصم حسابك البنكي يتم تفعيل الطلب ،، يعني اخذوا فلوسك وانت تشوف تاريخ لحد تاريخ تسترد اموالي,-1,talbat
76,فترة كتبت افضل تطبيق بلا منازع اسوء تطبيق بلا منازع مشاكل ودايما تأخير ودايم اطلب اكل ويوصل متأخر مايوصل احيان ويحطو قائمة طعام موجودة المطعم البقالة للأسف خدمة العملاء صارت سيئة ومافي احترام تعويضات للزبون حال التأخير جاري حذف التطبيق,-1,talbat
77,تطبيق سيئ مش شغال الاماكن لازم منطقة معينة عشان يحمل معاك ويشتغل,-1,talbat
78,أسوء التطبيقات فعلا تندم تنزيله سيء للغايه وغير صادق,-1,talbat
80,هلا هلا,-1,talbat
82,انا اتكلم طلبات اللي مدينة العين الصراحه الخدمة ممتازه سريعين التوصيل,1,talbat
83,مرحبا,1,talbat
84,كثير العلانات فاضي طورو حالكم,-1,talbat
85,زي الزفت ولو أقل نجمة كمان يبقي احسن واسعارة اووووووووووووفر دا خراب بيوت,-1,talbat
86,فاشل ساعات مهمل طلبي بحجه المطعم زحمه ولمه رحت المطعم الوضع طبيعي وطلبات ماشيه,-1,talbat
87,دة ؟ ؟ ؟؟ ةةةة ة؟ ىى؟,1,talbat
88,بعرف ليش الناس بتحتاج هيك تطبيق سيه بصراحه الاكل بارد شي ناقص وبس غلط منهم الحل بدو اسبوع يتعالج,-1,talbat
89,أفضل التطبيقات للأسف الأخطاء كثرت زعلان تطبيق طلبات ماوصل إليه,-1,talbat
90,حزين حصل أوردران يرجعو ومكالمات كاذبة,-1,talbat
91,مشاللة الططبيق بس انتو مو عرفيلو,1,talbat
92,افضل تطبيق وانصح تنزلونه,1,talbat
94,تجربة سيئة وعروض الخصومات وهمية تطبق معى رغم العرض اوردرات ومسئولي التطبيق يجدون حا,-1,talbat
95,الشعب رائع حلو,1,talbat
96,تطبيق سئ الاسعار اغلي بكثير اسعار المطاعم بنسبة تتعدي ال كثير برغم اخد سعر التوصيل يعني طلبت المطعم هيبقي افضل الكوبونات حقيقية بنسبة التوصيل بطئ خدنة العملاء أسوأ شئ التطبيق,-1,talbat
97,والله حرام عليكم كدة طلب اودرار مارت عبارة فرخه وزن والاخر بعتولى دبابيس الدجاج متباله وريحتها وحشى ومنتهى الصلاحيه وكلمت خدمه العملاء بيقولى الاوردار وصلى صح ومفيش مشكله قولتلها طيب ابعت خد الاوردار تانى وشوف الصح اللى بيقولى دة اللى مواضح امامى وانت اللبس الاوردار بجد حسبى الله ونعم الوكيل فيكم مهزله اللى بتحصل دى والله والله الاوردار وصلى غلط ومش عارف اثبتلهم ازى وبعتلهم الصور الاوردار مش معترفين بيها,-1,talbat
98,تطبيق بطيء ولايعمل,-1,talbat
99,التطبيق جيد بس بقاله فتره بيتأخر وقت التوصيل,1,talbat
100,مافيش إشارة برسالة الطيار ياريت وده شيء سيئ,-1,talbat
101,بقي سئ كنت بتعامل الاب سنين كويس بس بقيتوا بالحرف وحشييين شويه كود خصم بيجي فين وفين وحتي يستخدمه تبعتوا حجه عشان الخصم ميشتغلش واضطر اطلب الخصم انا مسحت الاب واي حد قولتله ينزله هنصحه يمسحه بردو خساره كنتوا كويسيين فالاول بس للاسف تقريبا مفيش حاجه بتفضل حالها اسوا تجربه مريت بيها سواء قله الذوق غيره ومنصحش حد يستخدمه,-1,talbat
102,سيئ ماله يصير اسوئ وتوصيل منتظم وأنصحكم تحطون الدفع كاش عشان تاخر الطلب كنسلو لان حقكم بيضيع والابلكيشن يعطيكم تعويض,-1,talbat
103,تاعغههطكغع,1,talbat
104,الغاء طلبي بدون اشعار,-1,talbat
105,استغلال رسمي، اسعار توصيل عالية، وغير هيك بزيد عسعر الوجبة الاصلي للاسفة سيئ,-1,talbat
106,قءىقءءخغءسص ،بصص,0,talbat
107,تجربه فاشله بحلو المشكله مره المطعم الكابتن بغلطو الغلط بتخلص الهمجيه عندهم بدهم يطعمو الناس كيفهو شي بخزي,-1,talbat
108,جميل,1,talbat
109,التطبيق للأسف سيء واسعارهم اعلى اسعار المحلات زيادة الضريبة ورسوم الخدمة الفاتورة,-1,talbat
110,سئ,-1,talbat
111,هههههههههههههههههههه ههههههههههههههههههه,1,talbat
112,الأمر غريب بطلع الطلب مرفوض,0,talbat
113,برنامج تافه وسيء,-1,talbat
114,ممكن اعرف موضوع ال,1,talbat
115,تطبيق فاشل بكل معنى الكلمة يأتيني اشعار لقسيمة افتح طلبات أجدها موجودة ويوجد مشاكل الطلب تأخر التجربة أنصح بتحميله,-1,talbat
116,يقبل التثبيت,-1,talbat
117,طلبات,1,talbat
118,سيئ جدآ خصم البطاقه استلم شيئ,-1,talbat
119,تطبيق كيفه يلغي الطلبات صاير فاشل,-1,talbat
121,الموظفين لايردو استفسارات,-1,talbat
122,انا كنت بدفع بفيزا ميزه بنك الاهلي عادي التحديث الدفع بكارت الميزه التعامل بكارت عادي مفيش مشكله,-1,talbat
123,خرا,-1,talbat
124,افضل برنامج توصل,1,talbat
125,اسعار غاليه انصح,-1,talbat
126,سيء جدا، لايتم الرد الشكوى الابوقت متأخر جدا، البرنامج أفضل التفاعل الزبون والاهتمام إليه وشكواه تعد اولويه مشغلي البرنامج,-1,talbat
127,شكرا إلكم,1,talbat
128,برفكت,1,talbat
129,افشل ديليفري عمان,-1,talbat
130,خائب يضم مطاعم مهمة وأسعار مرتفعة,-1,talbat
131,التطبيق جميل وأحيانا يعطي كوبونات خصم,1,talbat
132,حسيتو تضايق صعصغغغعععععععععغ غغغفغععه,0,talbat
133,لايوجد مصداقيه واسعار مبالغ وتاخير وطلب نظيف والفلوس ياخذونها واذا مشكله لاترجع والدليل الغاء خدمة الاتصال الهاتفيه عندك مشكله يردون بالمحادثه وطريقت الوصول معقده واخر شي الموظف يقول اتصل المطعم ومايرد وانا اتصل المطعم يرد اخر شي يقول نرجع المبلغ كاش تاريخ يتواصل معي واراسلهم الايميل يرسلون الرساله متأسفين وسوف نحل المشكله وبالنهايه خذووو الفلوس والاكل نظيف والخدمه سيئه والدليل التعليقات تقول هالكلام,-1,talbat
134,عطيت فلوس باقي يرجع ماعطاني سرقه,-1,talbat
135,جيد الطلب يتأخر عده مرات,0,talbat
136,نصبين وبستغلو الكباتن,-1,talbat
137,افضل شركة,1,talbat
138,اسوء ابلكيشن الإطلاق ولو البرنامج والقائمين عندهم الجراءه يكلموني يكلموني بس مفيش نصاب بيرد الفريسه ينصب,-1,talbat
139,للأسف تطبيق فاشل وطلبت مره ساعه ونص كلشي ماكو,-1,talbat
140,ضحكو الشوفريه,-1,talbat
141,سيئ ضحكو الشوفريه يالسياره,-1,talbat
142,برنامج سئ للغايه طلبت اوردر توصيل مجاني اتفاجأت ضايف توصيل وطلبت طلبات طلبات مارت جابلي الاوردر مختلف خالص ومش بيلغو الاوردر رغم الغلط عندهم,-1,talbat
144,استرداد القسائم المنتهية,1,talbat
145,للأسف تحميل البرنامج لأول مره وتم طلب مواد وتم إحضار المواد للأسف الجوده العاديه وتم اطعامها للعصافير المندوبين بالتواصل معي وعن ملاحظات وقمت بأخباره سوء جودة المنتج جوابه الاعتذار يتم نجاح التطبيق السعودية وفشل فشل ذريع عكس تطبيق جاهز سنتين رقم السعودية التعامل وجودة المنتج والمصداقية وخدمة البيع,-1,talbat
146,ننا,-1,talbat
147,برنامج فاشل جدددددا,-1,talbat
148,ضريب,0,talbat
149,سيئ,-1,talbat
150,جميل لاكن صرتو تحطو ضريبه وتغلو الاسعار وبطلتو تنزلو قسائم خصومات وفوق هاذ رح اقيمكو نجمه عشان الحركه عملتوها عمال التوصيل تاعت السيارات خليتوهم يصلحو ويعبو بنزين حساب تعبهن اعطيتوهم السياره تطبيق سيئ زربه زباله,-1,talbat
151,البحث الوجبة التطبيق اصعب، التطبيق يقترح مطاعم تحتوي الوجبة المطلوبة اصلا,0,talbat
152,مافيه مطعم والله تطبيق نكته,-1,talbat
153,سي دن افضل,-1,talbat
154,خانة الخصومات موجودة اجدها احيانا وغالبا غائبا ويقولون عندي كوبونات الخانة مختفية ارجو اصلاح المشكلة,-1,talbat
155,تمام,1,talbat
156,مبلغ التوصيل معادل مبلغ الاوردر ازاي,-1,talbat
157,الاسعار مبالغ,-1,talbat
158,افضل تطبيق بالعالم دام الدون سوا اعلان,1,talbat
159,استغلال رفع الاسعار بره,-1,talbat
160,افضل تطبيق,1,talbat
161,مخادعين ضحكو الدرايفر بالسياره حسبي الله فيكم,-1,talbat
162,الأبلكيشن موصلني بدليفري أوردر تاني خالص ومتأخر المعاد ساعة ونص,-1,talbat
163,التوصيل غالي الضريبه الاضافيه المبلغ بالاضافه الاصناف اغلى سعرها للاسف تجربه سيئه,-1,talbat
164,البداية تطبيق رائعا التوصيل مجاني سريع بطيئا التوصيل مجاني المندوبين الشباب يتحرشون فتياة البيت الاتصال ارجو تراقبو المندوبين ترسلونهم بيوت العالم,-1,talbat
165,احترام وقت توصيل الطلب وبعد المقدر لتوصيل الطعام دقيقه وبعد انتهاء تفاجئنا بتمديد ساعتين وعند التواصل معاهم طريق الدردشه ماأخذنا منهم الكلام الحلو لابقدم بأخر المشكله مره اتعرض لنفس المشكله معاهم حل للشكوى وعندما طلبت التواصل الاداره افادوا بأنهم سيتواصلون دقيقه معاي الظاهر مشغولين كثرة الشكاوي هههههه,-1,talbat
166,تطبيق مزعج بكثرة اعلاناته الغبية مكان,-1,talbat
167,زباااله,-1,talbat
168,تطبيق روعه شكرا طلبات,1,talbat
169,سييييييييء,-1,talbat
170,صاير تطبيق فاشل,-1,talbat
171,تعرضت للكثير النقص بالطلبات اغلب يتم الغاء الطلبات لعدم تمكن التطبيق الالتزام بالمصداقية العملاء,-1,talbat
172,اسوء تجربة التطبيق، لعدم مصداقية الالتزام بالوقت، يقوم التطبيق ببيان المحدد لتوصيل التطلب، وبعد اتمام عملية الطلب يتم مضاعفة وقت التوصيل الالتزام بالوقت، وتضييع وقت المتعامل التطبيق لهو اسوء الامور تجعل مستخدم التطبيق يثق بتاتا,-1,talbat
173,مطعم تجهيز المنزل اريد التواصل معكم,0,talbat
174,زفت,-1,talbat
175,افضل برنامج لتوصيل الطعام العراق النواحي,1,talbat
176,طلبات كريستيانو رونالدو كذب,-1,talbat
178,هين قرشك تهين ياليت تلغو الخدمه تبع الاستلام لان التعامل سئ المطاعم تجي تستلم طلبك يعاملك كانك خادم ابوه أيش بيسه توفير افضلي اطلب مباشرة المطعم,-1,talbat
179,مرتب,1,talbat
180,سيء لايوصل جمي الأماكن الدولة اتمنا حل المشكلة,-1,talbat
181,تطبيق سيىئ تأخير كبير اسعار غاليه بعملك التوصيل مجاني بسعر رمزي وبكون رافع سعر الوجبات مش طبيعي,-1,talbat
182,تطبيق زبالة طلب وخصم المبلغ الاخير الغاء الطلب المطعم بدون سبب واضح يسترد المبلغ للان,-1,talbat
183,التطبيق والخدمة أصبحت سيئة للأسف,-1,talbat
184,زفت يا نصابين,-1,talbat
185,مناسب,-1,talbat
186,برنامج ظالم ونصاب,1,talbat
187,التطبيق سي يعمل,-1,talbat
188,متوفر المتاجر,-1,talbat
189,الشباب الاردني,-1,talbat
190,ممناز,1,talbat
191,تطبيق فاااااشل مادييين وغشاشين وواستغلالييين الطلب اصلا زايدين سعرو وبتاخدو رسوظ خدمه وضريبه مبيعات وتوصيل ول عليكم جوعانين انتو رح اشطب التطبيق لاني بطلت استفيد منو,-1,talbat
192,سيئ لاسوء طلبي بصير دنانير رسوم خدمة ورسوم ضريبة ورسوم توصيل,-1,talbat
193,ليه غيرتو اللغه شايفنا اجانب,-1,talbat
194,ضضصضصصصشك,1,talbat
195,سيتم حذفه اعطاء الشباب حقوقهم,-1,talbat
196,ممتاز وبشكركم هتمام,1,talbat
197,تطبيق سيئ,-1,talbat
198,سيء,-1,talbat
199,صادقين السائقين,-1,talbat
200,سيء شركة طلبات فرع الاردن نصابة,-1,talbat
201,تطبيق فاشل، يفتقر للأمانه,-1,talbat
202,تطبيق فاشل وسئ للغايه,-1,talbat
203,سيء مصداقيه,-1,talbat
204,شركة احتياليه,-1,talbat
205,طلبات شي رائع ومريح وقت تطلب اللي بالك بالتوفيق يا رب شاء الله تطور التطبيق ويصبح المجالات,1,talbat
206,شرمة نصب وحتيال,-1,talbat
207,شوية يقفل لوحده,-1,talbat
208,جيده اصبحت احتيال ونصب شهر كامل واكثر وانا اعاني استخدام رصيد طلبات لاكن طلب اخر طلبات حياه لمن تنادي اطالب الاردنيين بشطب التطبيق واستعمال تطبيق اردني اخر انهم نصابين وحراميه وكذابين متميزون بلكذب والكلام العسول علينا الاردنيين نشتعمل تطبيق اخر اردني الصنع ونشطب طلبات ونودعه اله بلده نصابين,-1,talbat
209,ممتازه,1,talbat
210,تطبيق سيئ ونصابين,-1,talbat
211,سيء,-1,talbat
212,تطبيق سيء كلنا معا لأفشال التطبيق احترامكم لحقوق الموظفين,-1,talbat
213,مقاطع,-1,talbat
214,هنجر ستيشن افضل وجهة نظري,-1,talbat
215,تاني يحصل غلط الاوردر ومش لاقية رقم للتواصل,0,talbat
216,تجربة سيئة انصح بشده لايحترم الزبائن الموظفين,-1,talbat
217,اسوء ططبيق,-1,talbat
218,بخزي طلبات,-1,talbat
219,خايس,-1,talbat
220,سيارات الموظفين,-1,talbat
221,شركة سيئة وعدت سائقيها بتملك السيارة تفي بوعدها ونفت شركة استغلاليه يتم خصم ثمن الطلب المطلوب,-1,talbat
222,تضامنا السائقين اللي نصبو عليهم الشركة الهاملة,-1,talbat
223,حرام عليكم تضحكو الشباب وتستغلو قدراتهم ومجهودهم وبالاخر تقولو الهم مالكو اشي لاكن الله مابروح حق,-1,talbat
224,طلبات وصلولي طلب بالغلط وطلب قديم كانه معموله ولما اتصلت خدمة العملاء قلت طلبي قالوا مانقدر نسويلك شي تواصل لايف شات ولايف شات متوقف يحطون العميل بمتاهات وتروح فلوسه اللي حصل معي جاري حذف التطبيق,-1,talbat
225,سيئ,-1,talbat
226,استطيع تحميل التطبيق أحاول أحمل التطبيق أيام جدوى,1,talbat
227,برنامج ممتاز ومفيد,1,talbat
228,شركة نصابة تستحق الاحترام,-1,talbat
229,سئ يتم محاسبة الكباتن عادل,-1,talbat
230,السائق,-1,talbat
231,سيء لانكم نصابين رجعو حقوق الموظفين مقاطعة تطبيق طلبات,-1,talbat
232,تلتزم الشركة بإعطاء العمال السيارة وعدتهم سابقا,-1,talbat
233,سيئ لانو فترة قامو بحظري,-1,talbat
234,تطبيق فاشل وبكل مقاييس المهنه,-1,talbat
235,زباله,-1,talbat
236,تطبيق سيئ واسعار وعروض مخادعه,-1,talbat
237,سيئ والكباتن مظلومة هيك تطبيق,-1,talbat
238,تطبيق فاشل وغير ملتزم قوانين وزارة التجاره تسعيرة التوصيل وتلاعب الاسعار بالاتفاق المطاعم واذا اخطئو بالطلب يضيع حقك وفلوسك وعدم اهتمام بالزبائن والموضفين القائمين الدعم والمساعده بالتطبيق يسعون افشال التطبيق بحجج واهيه وغير مقنعه وتظيع المبالغ وعدم المساعدة ارجاعها مطالبة المطعم اكمال الناقص الطعام انصح بعدم تحميل التطبيق ولي ضمان وصول طلبك كامل وساخن اطلب المطعم مباشره,-1,talbat
239,شو بعمللك عروض خصم ماخذهن منك مدوبلات خصم شو الوجبه السوبر ثمنها دينارين ونص وعندكم ودينار توصيل اربعه وين الخصم الموضوع تسمع بالمثل اللي بحكي مطرح شنقوه,-1,talbat
240,اسوء تطبيق سسسسييييييييءءءؤؤؤؤ,-1,talbat
241,للأسف الأسعار أغلى المطعم بكثير,-1,talbat
242,طتبيق سيء ارسلي منتجي مسكوبا,-1,talbat
243,نصب واحتيال,-1,talbat
244,طبنصي,1,talbat
245,كله كذب بكذب,-1,talbat
247,مناسب اسعار اغلى المعروض,-1,talbat
248,كتير حلو التطبيق بس قسام تلات سنين تعطوني وحده ؟,1,talbat
249,سيئ اغراض ناقصه قدرنا نتواصل معهم,-1,talbat
250,انصح بتحميل البرنامج,-1,talbat
251,صريح الزبون,-1,talbat
252,فخميين,1,talbat
253,نجمة بستاهل بضحكو بالتوصيل المجاني وبزيدو الضرائب وغير هيك بسحبو الفيزا بدون يتأكد الطلب,-1,talbat
254,للاسف الربح المادي يبدو المتحكم الوحيد بالشركات باب أولى كسب الموظفين,-1,talbat
255,تطبيق زبااااالة ونصابين,-1,talbat
256,شركة نصابة,-1,talbat
257,مقاطعة طلبات ترجع للشباب حقوقهم,-1,talbat
258,استغلال الموظفين نصب يسكت عنو,-1,talbat
259,أعطوا حق الناس,-1,talbat
260,بطول ليبين اخذ الطلب,-1,talbat
261,سيئين,-1,talbat
262,سيء للغاية,-1,talbat
263,خدمه سيئه,-1,talbat
264,سيء بدنا سياره,-1,talbat
265,مقاطعة طلبات,-1,talbat
266,سي انصح بتحميله,-1,talbat
267,السائقين,-1,talbat
268,رجعو للناس حقوقهم,-1,talbat
269,يجب تكونوا صادقين العاملين لديكم,-1,talbat
270,يستحق نصف نجمة,-1,talbat
271,سوء معامله وعدم احترام وتطبيق يعمل بالشكل الجيد وأسعار عاليه وعدم دقه المواعيد وخدمة عملاء سيئه وعدم استجابه وعدم حل المشاكل,-1,talbat
272,زبون عندكم تقريبا فتحتم لاكن تضحكو شباب التوصيل رح نكون شركاء معكم لهيك نجمه ولو اقل حطينا رح نرجع نستخدم تطبيقكم,-1,talbat
273,طلبات الاردن يأكلون حقوق ابناء الاردن المكافحين وقفو معهم يدا بالأيام المرة الحلوة شركة نصب واستخفاف بعقول الشباب الشغيلين عندهم,-1,talbat
274,ضروري تخربوا سمعتكم وتنصبوا العمال؟,-1,talbat
275,تطبيق زفت وشركه كاذبه,-1,talbat
276,هه,-1,talbat
277,سيء,-1,talbat
278,منصفه واسعار حقيقيه,-1,talbat
279,نصبه الموظفين بيشتغله معهم قاطعوهم,-1,talbat
280,حسبي الله ونعم الوكيل,-1,talbat
281,تطبيق سيء انصح باستخدامه,-1,talbat
282,نصابين,-1,talbat
283,سئ,-1,talbat
284,سيء نصب وكذب ودجل,-1,talbat
285,تطبيق جدآ ممتاز,1,talbat
286,استغلال الموظفين لديكم وعدم الايفاء وعدكم اتجاهم,-1,talbat
287,الموقع أحيانآ مايعمل,-1,talbat
289,شىكة نصب واحتيال شركة طلبات الأردن وعدت الموظفين اشتغلوا معهم سنين رح سيارات التوصيل الهم وقبل تخلص ال سنين بأشهر طردوهم بحجة الأداء السيء علما بأنه راتب الموظفين بنزين السيارة وتصليحها عالموظف لازم نقاطع الشركة لحد يرجعوا للموظفين حقوقهم مقاطعة طلبات,-1,talbat
290,لعيون صاحبي ناويين تاكلوا حقه شهور,-1,talbat
291,اعطوا الشباب حقوقهم,-1,talbat
292,انصفوا عمالكم تظلموا,-1,talbat
293,تطبيق فاشل استغلال الشباب الإدارة السيئة,-1,talbat
294,شركه نصابه تقوم بالنصب الكباتن بوهمهم بتسجيل السياره باسمهم وتقوم باعطائهم راتب رمزي وبعد تقوم بنقض الأتفاق,-1,talbat
295,نصرة للمظلومين اللي خدعتوهم,-1,talbat
296,الاكل بصل بارد وماكول نصو,-1,talbat
297,أعطوا الناس حقوقها بلاش ربنا يسخطكوا,-1,talbat
298,افشل تطبيق,-1,talbat
299,سيئ جدآ جدآ,-1,talbat
300,نصااااابيييييين,-1,talbat
301,نصابين سعر السلعة طلبات أعلى سعرها المعروف تعاملهم سيء الموظفين,-1,talbat
302,يجب مقاطعه البرنامج اسرع وقت معاملتهم السيئه موظفينهم وعدم اعطاهم حقوقهم وظلمهم الله يعوض هاولاء المساكين بوظيفة افضل الشركه النصابه,-1,talbat
303,المقاطعة,-1,talbat
304,التعامل ممتاز والوصول الموعد شكرا لكم,1,talbat
305,تجربة سيئة الحدف,-1,talbat
306,تجربه سيئه وموظفين توصيل بلطجيه وأسلوب سيء بالتعامل نصابين احذروا التعامل معهم انا نصبوا بمبلغ وتم حظر حسابي احذروا منهم,-1,talbat
307,يجب تلتزمو سائقي التطبيق اساس شركتكم وتعوضوهم خسائرهم واعطائهم السيارات وعدتموهم البدايه,-1,talbat
308,الشركه طلبات شركه محتالة,-1,talbat
309,برنامج رائع ومعامله رائعه الخدمه والتوصيل وكادر البرنامج,1,talbat
310,حذف التطبيق وتقييمه بنجمة لعدم منح السائقين حقوقهم,-1,talbat
311,تاخر الطلب كثير,-1,talbat
312,نصب حرام,-1,talbat
313,قاطعوا تطبيق طلبات تشاركوا بظلم الشباب الطموحين هدفهم يوفروا قوت يومهم بكل الطرق القلة والبطالة والفقر والظلم كمان كذب واستغلال لحاجة الشباب والتجبر عليهم وأكل حقوقهم بعرف لوين واصلين بهالغابة بس بقول يارب لطفك بهالشعب,-1,talbat
314,سيئ,-1,talbat
316,ممتاز التطبيق,-1,talbat
317,كذابين طلبات الاردن ونصابين,-1,talbat
318,تطبيق ينصح,-1,talbat
320,يا أيها آمنوا أوفوا بالعقود,-1,talbat
321,عشان نصبتو الكباتن,-1,talbat
322,تطبيق سيئ وغير منصف,-1,talbat
323,تطبيق لصوص,-1,talbat
324,وكثيرة عليكم,-1,talbat
326,تطبيق ممتاز اوقات,1,talbat
327,زمان افضل التطبيقات اسوءهم تجربة تستحق الأعادة تطبيق فاشل بتطلب الطلب ساعة ونص حتا يوصل الأوردر هيك بمنية كأنهم جايبين الأكل ببلاش الأسعار الخرافية صارت انصح ابداااا,-1,talbat
328,حسبنا الله ونعم الوكيل,-1,talbat
329,حرام عملتوه الموظفين بالاردن اعطوهم سياراتهم,-1,talbat
330,حقوق الانسان تظلم الشركة,-1,talbat
331,مقاطعة طلبات,-1,talbat
332,سوء المعاملة الموظفين لديها,-1,talbat
333,شركه نظامها خلل بطلب المطعم بيجهز الاوردر دقايق بيعتذرو بيعوضوني بيتشرط اصرفو اشي بيسكت حق الناس يزعل بس حقو يضيع انا احذف هاد التطبيق حد الشركه توضح شو صاير موظفيها بالبلد حلين الاعتذار التعويض المالي إعطاء الموظف وعد سياره,-1,talbat
334,شركة مافيها خير لموظفيها خير للناس,-1,talbat
