Unnamed: 0,review_description,rating,company
192,من سيئ لاسوء طلبي ٢.٥٠ بصير ٤ دنانير ليس رسوم خدمة ورسوم ضريبة ورسوم توصيل !!!!!!,-1,talbat
193,ليه غيرتو اللغه شايفنا اجانب,-1,talbat
194,ضض١ص٣ضصصصشك,1,talbat
195,سيتم حذفه حتى اعطاء الشباب حقوقهم,-1,talbat
196,ممتاز جدا وبشكركم عل هتمام,1,talbat
197,تطبيق سيئ,-1,talbat
198,سيء جدا,-1,talbat
199,غير صادقين مع السائقين,-1,talbat
200,سيء شركة طلبات فرع الاردن نصابة,-1,talbat
201,تطبيق فاشل، يفتقر للأمانه 👍.,-1,talbat
202,تطبيق فاشل وسئ للغايه,-1,talbat
203,سيء جدا وما في مصداقيه,-1,talbat
204,شركة احتياليه,-1,talbat
206,شرمة نصب وحتيال,-1,talbat
207,كل شوية يقفل لوحده,-1,talbat
209,ممتازه,1,talbat
210,تطبيق سيئ ونصابين,-1,talbat
211,سيء,-1,talbat
212,تطبيق سيء كلنا معاً لأفشال هذا التطبيق بسبب عدم احترامكم لحقوق الموظفين,-1,talbat
213,مقاطع,-1,talbat
214,هنجر ستيشن افضل من وجهة نظري .,-1,talbat
215,تاني مرة يحصل غلط في الاوردر ومش لاقية رقم للتواصل,0,talbat
216,تجربة سيئة جدا لا انصح به بشده لايحترم الزبائن ولا الموظفين,-1,talbat
217,اسوء ططبيق,-1,talbat
218,بخزي🤮 طلبات🤮,-1,talbat
219,خايس,-1,talbat
220,سيارات الموظفين,-1,talbat
222,تضامنا مع السائقين اللي نصبو عليهم الشركة الهاملة,-1,talbat
223,حرام عليكم تضحكو على الشباب وتستغلو قدراتهم ومجهودهم وبالاخر تقولو الهم مالكو اشي لاكن عند الله مابروح حق,-1,talbat
225,سيئ جدا,-1,talbat
226,لا استطيع تحميل التطبيق.. أحاول أن أحمل التطبيق من أيام لكن من دون اي جدوى,1,talbat
227,برنامج ممتاز ومفيد,1,talbat
228,شركة نصابة لا تستحق الاحترام .............................................................................................................................................................................,-1,talbat
229,سئ جدا ولا يتم محاسبة الكباتن بشكل عادل,-1,talbat
230,مع السائق,-1,talbat
231,سيء جدا لانكم نصابين رجعو حقوق الموظفين #مقاطعة_تطبيق_طلبات,-1,talbat
232,لم تلتزم الشركة بإعطاء العمال السيارة بعد ٣ سنوات كما وعدتهم سابقا,-1,talbat
233,سيئ جدا لانو بعد فترة قامو بحظري,-1,talbat
234,تطبيق فاشل وبكل مقاييس المهنه,-1,talbat
235,زباله,-1,talbat
236,تطبيق سيئ جدا ...واسعار وعروض مخادعه,-1,talbat
237,سيئ جدا والكباتن مظلومة مع هيك تطبيق,-1,talbat
240,اسوء تطبيق سسسسييييييييءءءؤؤؤؤ,-1,talbat
241,للأسف الأسعار أغلى من المطعم بكثير,-1,talbat
242,طتبيق سيء قد ارسلي منتجي مسكوبا,-1,talbat
243,نصب واحتيال,-1,talbat
244,طبنصي😄😄😂😴😈,1,talbat
245,كله كذب بكذب,-1,talbat
246,👎🏻👎🏻👎🏻👎🏻👎🏻,-1,talbat
247,غير مناسب اسعار اغلى عن المعروض,-1,talbat
248,كتير حلو التطبيق ، بس ما في قسام كل تلات سنين تعطوني وحده ؟,1,talbat
249,سيئ وكان في اغراض ناقصه ما قدرنا نتواصل معهم,-1,talbat
250,لا انصح بتحميل البرنامج,-1,talbat
251,غير صريح مع الزبون,-1,talbat
252,فخميين,1,talbat
253,حتى نجمة ما بستاهل بضحكو على بالتوصيل المجاني وبزيدو الضرائب وغير هيك بسحبو من الفيزا بدون ما يتأكد الطلب 🙂,-1,talbat
254,للاسف الربح المادي يبدو أنه المتحكم الوحيد بالشركات... ومن باب أولى كسب الموظفين,-1,talbat
255,تطبيق زبااااالة ونصابين,-1,talbat
256,شركة نصابة,-1,talbat
257,مقاطعة طلبات حتى ترجع للشباب حقوقهم,-1,talbat
258,استغلال الموظفين نصب لا يسكت عنو,-1,talbat
259,أعطوا حق الناس 😡,-1,talbat
260,بطول ليبين انه اخذ الطلب,-1,talbat
261,سيئين جدا,-1,talbat
262,سيء للغاية,-1,talbat
263,خدمه سيئه,-1,talbat
264,سيء بدنا سياره,-1,talbat
265,مقاطعة طلبات,-1,talbat
266,سي جدا لا انصح بتحميله,-1,talbat
267,مع السائقين,-1,talbat
268,رجعو للناس حقوقهم,-1,talbat
269,يجب ان تكونوا صادقين مع العاملين لديكم,-1,talbat
270,لا يستحق حتى نصف نجمة,-1,talbat
273,طلبات الاردن يأكلون حقوق ابناء الاردن المكافحين الذين وقفو معهم يداً بيد بالأيام المرة قبل الحلوة شركة نصب واستخفاف بعقول الشباب الشغيلين عندهم,-1,talbat
274,ضروري تخربوا سمعتكم وتنصبوا على العمال؟,-1,talbat
275,تطبيق زفت وشركه كاذبه,-1,talbat
276,هه,-1,talbat
277,جدا سيء,-1,talbat
278,غير منصفه واسعار غير حقيقيه,-1,talbat
279,نصبه ع الموظفين الي بيشتغله معهم قاطعوهم,-1,talbat
280,حسبي الله ونعم الوكيل,-1,talbat
281,تطبيق سيء لا انصح باستخدامه,-1,talbat
282,نصابين,-1,talbat
283,سئ جدا,-1,talbat
284,سيء جدا .. نصب وكذب ودجل,-1,talbat
285,تطبيق جدآ ممتاز 🥰,1,talbat
286,لماذا تم استغلال الموظفين لديكم وعدم الايفاء في وعدكم اتجاهم,-1,talbat
287,الموقع أحيانآ مايعمل,-1,talbat
288,😡,-1,talbat
290,لعيون صاحبي الي ناويين تاكلوا حقه بعد سنة و 3 شهور,-1,talbat
291,اعطوا الشباب حقوقهم,-1,talbat
292,انصفوا عمالكم ولا تظلموا أحد,-1,talbat
293,تطبيق فاشل قام ب استغلال الشباب من قبل الإدارة السيئة,-1,talbat
294,شركه نصابه تقوم بالنصب على الكباتن بوهمهم بتسجيل السياره باسمهم بعد ثلاث سنوات وتقوم باعطائهم راتب رمزي وبعد ثلاث سنوات تقوم بنقض الأتفاق,-1,talbat
295,نصرة للمظلومين اللي خدعتوهم,-1,talbat
296,الاكل بصل بارد وماكول نصو,-1,talbat
297,أعطوا الناس حقوقها بلاش ربنا يسخطكوا,-1,talbat
298,افشل تطبيق,-1,talbat
299,سيئ جدآ جدآ,-1,talbat
300,نصااااابيييييين,-1,talbat
301,نصابين .. سعر السلعة على طلبات أعلى من سعرها المعروف .. تعاملهم سيء مع الموظفين,-1,talbat
303,مع المقاطعة,-1,talbat
304,التعامل ممتاز والوصول كان على الموعد شكرًا لكم,1,talbat
305,تجربة سيئة تم الحدف,-1,talbat
307,يجب ان تلتزمو مع سائقي التطبيق الذين هم اساس شركتكم وتعوضوهم عن خسائرهم واعطائهم السيارات التي وعدتموهم بها منذ البدايه,-1,talbat
308,الشركه طلبات شركه محتالة,-1,talbat
309,برنامج رائع ومعامله رائعه من قبل الخدمه والتوصيل وكادر البرنامج,1,talbat
310,تم حذف التطبيق وتقييمه بنجمة لعدم منح السائقين حقوقهم,-1,talbat
311,تاخر الطلب كثير,-1,talbat
312,نصب حرام,-1,talbat
314,سيئ جدا جدا,-1,talbat
316,ممتاز التطبيق,-1,talbat
317,كذابين طلبات الاردن ونصابين,-1,talbat
318,تطبيق لا ينصح به,-1,talbat
319,👏🏻👏🏻,1,talbat
320,(يا أيها الذين آمنوا أوفوا بالعقود ... ),-1,talbat
321,عشان نصبتو ع الكباتن,-1,talbat
322,تطبيق سيئ وغير منصف,-1,talbat
323,تطبيق لصوص,-1,talbat
324,وكثيرة عليكم,-1,talbat
325,🌹🌹,-1,talbat
326,تطبيق ممتاز في كل اوقات❤️,1,talbat
328,حسبنا الله ونعم الوكيل,-1,talbat
329,حرام يلي عملتوه مع الموظفين بالاردن اعطوهم سياراتهم,-1,talbat
330,حقوق الانسان تظلم في هذه الشركة,-1,talbat
331,#مقاطعة طلبات,-1,talbat
332,بسبب سوء المعاملة مع الموظفين لديها.,-1,talbat
334,شركة مافيها خير لموظفيها .. ما فيها خير للناس,-1,talbat
336,شركة كذابة تقيم زبالة نصره للشباب العاملين فيها,-1,talbat
337,راجعو الموظفين,-1,talbat
339,سيئ رجع حق الموظفين,-1,talbat
340,تطبيق استغلالي جدا وسيء,-1,talbat
341,مقاطعة شبابنا مو لعبة بأيدكم حتى تستغلوهم ونرضى,-1,talbat
342,انا بدي الغي التطبيق دعم لموظفي التوصيل المظلومين في الاردن مع اني كنت استعمله كثير,-1,talbat
343,أعطو الناس حقها,-1,talbat
344,رجعوا حقوق الموظفين,-1,talbat
345,سيئ جدا لا انصح بتنزيله,-1,talbat
346,حق العمال لازم يرجع,-1,talbat
347,رجعوا للعاملين الاردنيين حقهم، اعطوهم سياراتهم.,-1,talbat
348,🤐🤐🤐🤐,-1,talbat
349,حقوق الناس اين,-1,talbat
350,تعامل سيئ,-1,talbat
351,❤️,-1,talbat
352,أعطو الشباب حقوقهم,-1,talbat
355,افضل برنامج,1,talbat
356,#إلغاء_تطبيق_طلبات موضفين طلبات مش عبيد عندكم,-1,talbat
357,تطبيق جداً سيء,-1,talbat
358,مقرف لا انصح بتحميله غير صادقين,-1,talbat
359,نجمة واحدة لأنهم اكلوا حق موظفين,-1,talbat
360,سيئة جددا وغير واقعي,-1,talbat
361,زي الخرا,-1,talbat
362,معاملة سيئة للغاية,-1,talbat
363,شركة تفتقد للمصداقيه تم حذف التطبيق نهائيا,-1,talbat
364,انصفوا الموظفين,-1,talbat
365,حسبي الله ونعم الوكيل على كل متكبر شايف حاله,-1,talbat
366,عيب عليكم ضحك على الشباب بعد ثلاث سنوات وهي مسح للتطبيق,-1,talbat
367,نصرة لسائقي طلبات ، توعدو السائقين بسيارات وتخلفو .,-1,talbat
368,لا يوجد مصداقية للشركة,-1,talbat
370,نصرة للموظفين,-1,talbat
371,ممتازة,1,talbat
372,It's agood app,-1,talbat
373,سيئه,-1,talbat
374,مشكلات كثيرة، متعلقة بالتطبيق والعروض الوهمية، وخدمة التوصيل,-1,talbat
375,يععع,-1,talbat
376,الرجاء إيضاح قصة عدم إنصاف العمال بعد وعدهم بتملك السيارة بعد ٣ سنوات عمل.,-1,talbat
377,هل يوجد في التطبيق العاب للتوصيل؟ فأنا اريد بلابل البي بليد,1,talbat
378,تطبيق فاشل فاشل اول شي كان حلو بعدين شافو الناس حبته وصار فاشل انصح بعدم تحميله وشكر,-1,talbat
380,مقاطعه,-1,talbat
382,برنامج نصاب وكذابين,-1,talbat
383,اسعارهم غالية ، بستغلو موظفينهم والمطاعم,-1,talbat
384,تم الحذف,-1,talbat
385,مرة طلبت طلب و تأخر علي ساعتين,-1,talbat
386,اسوء تطبيق,-1,talbat
387,يقدر الشخص أنو يدفع كاش ارجو الرد في اسرع وقت ممكن,1,talbat
388,ممكن اطلب طلب لشخص في مصر ونا موجود في السعوديه هل يتم التوصيل او لا ممكن تفيدونا الله يجزاكم خير,-1,talbat
389,استغلاليون.,-1,talbat
390,التطبيق يستغل حاجة الأردنيين للعمل ويضيق عليهم، حذفت التطبيق وسأقاطع الشركة,-1,talbat
391,روعه,1,talbat
392,البرنامج كان رائع ولكن من بعد آخر تحديث أصبح لا يعمل,0,talbat
393,تطبيق لا يحمي العميل يحمي نفسو و عدم المرونة في التعامل فاشل,-1,talbat
394,السلام عليكم انا شريت من مطعم من طلبات بس بعدين كنسلت الطلب وقالولي الفلوس راح ترجع نطرت بس ما رجعت ف شنو الحل,1,talbat
396,بخزي,-1,talbat
397,التوصيل متاخر,-1,talbat
399,مع الشعب 🤣,-1,talbat
400,ظلم الشباب الأردني والكذب عليهم بعد خدمة ثلاث سنوات بعدم اعطاءهم السيارات التي وعدوا بها تستحق صفر أو أقل... ورح ألغي التطبيق,-1,talbat
401,اعطو الكابتن حقهم,-1,talbat
402,حلو جدا ممتاز,1,talbat
404,Jgc,1,talbat
405,الكابتن دايما دلوع وبتشكونوا,-1,talbat
406,فيهي كل شئ,1,talbat
407,ممتاز انصحكم تنزلو ⭐⭐⭐⭐⭐,1,talbat
408,سيئة للغاية 👎,-1,talbat
409,بطيئ وكثير من الاحيان يفصل اثناء الدفع ولا يوجد وضوح بكيفية استخدام النقاط لدي اكثر من ٢١٠٠٠ نقطة,-1,talbat
410,تطبيق رائع لجميع احتياجاتك بالطعام و شراء اي شيء من السوبرماركت,1,talbat
411,نصابين بضحكوا علي العالم وفوق كل هاد اسعار التوصيل والاكل نار مافي مسوليه او احترام او تقدير للزبون او السائق الله لايسامحكوا,-1,talbat
413,حرامية,-1,talbat
415,❤️❤️,1,talbat
416,عذراء لم يمكنن الوصول للموقع,-1,talbat
417,اعطوا صحاب السيارات حقهم,-1,talbat
418,چيد,1,talbat
419,نصب و احتيال على الموظفين اتفاق الشركه ثلاث سنين و بتوخذ سياره و لما قربت الثلاث اسنين طردت الشركه الموظفين,-1,talbat
421,رائعه 🥰🥰,1,talbat
422,مقاطعة نصابين ليش ما تعطو شباب حقهم مقاطعة مقاطعه,-1,talbat
423,انه رائع لكن التاخير,1,talbat
424,شركة سيئة,-1,talbat
425,موقع سيئ ما انصح حد فيه,-1,talbat
426,سهل,1,talbat
427,٢بلببببببببب2ب٢٣ب٢ب٥٥,1,talbat
428,نتليس,1,talbat
430,الأسعار مبالغ فيها ودائما اكثر من قائمة المطعم,-1,talbat
431,ليش بتضحكو على موظفين واوهمتوهم انه الهم سيارات بعد ٣ سنين ليش الحرمنه والنصب راح نعمل مقاطعة,-1,talbat
432,عجبني,1,talbat
433,سيء ومضطهد لموظفيه وزبائنه ايضا سيء للغايه,-1,talbat
434,ما انصح احد يحمله,-1,talbat
435,اسوء خدمة,-1,talbat
436,التطبيق أصبح سئ للغاية..لا استطيع فتحة,-1,talbat
437,حلو.,1,talbat
440,سيء جدا جدا,-1,talbat
441,خساره,-1,talbat
442,تاخيررررررر,-1,talbat
444,انا كان معي مصاري بلمحفظه وعملولي بلوك والمصاري راحن اعملت تسجيل خروج من الحساب مش راضي يرجع يفوت ع الحساب,1,talbat
445,التطبيق جميله جدا جدا,1,talbat
447,انا عش,-1,talbat
448,ايعار طلبات اغلى عن اسعار المطاعم الاصليه بكثير لا انصح بالتطبيق ابدا الا للمضطر,-1,talbat
449,شركه حراميه حسبي الله ونعم الوكيل,-1,talbat
451,لم يتم تنفيذ الطلب وتأخر في الطلب,-1,talbat
452,انا حر,-1,talbat
454,ارجو الرد على المساعده موراضي ينزل,-1,talbat
455,فيه كل احتياجاتك مطاعم بقاله و صيدليات,1,talbat
456,👎👎👎👎👎👎👎👎,-1,talbat
457,بغنبيزديويوماةاع ة. اسمي خالة نتلى ‌ابءءء756665,1,talbat
458,احلاااااا جمعيه كامله كل شي والله سهلتوا علينا وفوق هذا عروض قويه ومرات يهدون كوبون خصم او هديه,1,talbat
459,البرنامج كان شغال معايا كويس لحد امبارح النهارده بيقولى ان منطقتى خارج التوصيل !! ده ايه السبب بقا,-1,talbat
460,البرنامج مش شغال من امبارح علي التلفونات ٤,-1,talbat
461,والله ما أنصح أحد ينزله كل شي غالي والتوصيل غالي,-1,talbat
463,سيء ونصب,-1,talbat
464,شكرا طلبات علي مجهودكم,1,talbat
465,عنجد بتجننن,1,talbat
466,ط٣,1,talbat
467,شكرااا جدا,1,talbat
468,لم يتم حل اي مشكله مع الدعم ولم يتم استرداد المبلغ الخاص بطلبى,-1,talbat
469,اسعار كذب يتم عمل رفع السعر 50٪ وبعد ذلك عمل عروض بقيمة 50%,-1,talbat
470,ابلكشن شئ,-1,talbat
472,مدهش,1,talbat
473,التطبيق ممتاز ولكن ينقصه شئ مهم هو تفعيل الدفع بفيزا ميزا,1,talbat
475,الاكل بوصل بارد ومش كل مطاعم موجوده,1,talbat
476,خوه طريقه الدفع ليه اتغيرت,-1,talbat
479,ممتاز جدآ جدآ جدآ,1,talbat
480,١٠٠/١٠٠,1,talbat
481,كتيرة علي طبيق بيخزي,-1,talbat
482,البرنامج حلو جداً بس عايزين منتجات الرجوع للمدرسة,1,talbat
483,WOW,1,talbat
484,رائعه,1,talbat
486,الله يلعنكم لعنه هلكوتنا بذا طلبات,-1,talbat
488,حلوه سيبها كده على طول,1,talbat
