Unnamed: 0,review_description,rating,company
74,يستحق نجمه حددت الموقع شارع الزعفرانيه العام يوجد توصيل لهذه المنطقه وللعلم الزعفرانيه مركز المحافظه فكيف الحال باطراف المحافظه,-1,talbat
75,تجربه مريره للاسف يتم الخصم حسابك البنكي يتم تفعيل الطلب ،، يعني اخذوا فلوسك وانت تشوف تاريخ لحد تاريخ تسترد اموالي,-1,talbat
76,فتره كتبت افضل تطبيق بلا منازع اسوء تطبيق بلا منازع مشاكل ودايما تاخير ودايم اطلب اكل ويوصل متاخر مايوصل احيان ويحطو قايمه طعام موجوده المطعم البقاله للاسف حتي خدمه العملاء صارت سييه ومافي احترام تعويضات للزبون حال التاخير جاري حذف التطبيق,-1,talbat
77,تطبيق سيي مش شغال الاماكن لازم منطقه معينه عشان يحمل معاك ويشتغل,-1,talbat
78,اسوء التطبيقات فعلا تندم تنزيله سيء للغايه وغير صادق,-1,talbat
80,هلا هلا,-1,talbat
82,انا اتكلم طلبات اللي مدينه العين الصراحه الخدمه ممتازه سريعين التوصيل,1,talbat
83,مرحبا,1,talbat
84,كثير العلانات فاضي طورو حالكم,-1,talbat
85,زي الزفت ولو اقل نجمه كمان يبقي احسن واسعاره اووووووووووووفر دا خراب بيوت,-1,talbat
86,فاشل ساعات مهمل طلبي بحجه المطعم زحمه ولمه رحت المطعم الوضع طبيعي وطلبات ماشيه,-1,talbat
87,ده ؟ ؟ ؟؟ هههه ه؟ يي؟,1,talbat
88,بعرف ليش الناس بتحتاج هيك تطبيق سيه بصراحه الاكل بارد شي ناقص وبس غلط منهم الحل بدو اسبوع يتعالج,-1,talbat
89,افضل التطبيقات للاسف الاخطاء كثرت زعلان تطبيق طلبات ماوصل,-1,talbat
90,انا حزين حصل اوردران يرجعو ومكالمات كاذبه,-1,talbat
91,مشالله الططبيق بس انتو مو عرفيلو,1,talbat
92,افضل تطبيق وانصح تنزلونه,1,talbat
94,تجربه سييه وعروض الخصومات وهميه تطبق معي سوي مره رغم العرض اوردرات ومسيولي التطبيق يجدون حا,-1,talbat
95,الشعب رايع حلو,1,talbat
96,تطبيق سي الاسعار اغلي بكثير اسعار المطاعم بنسبه تتعدي ال كثير برغم اخد سعر التوصيل يعني طلبت المطعم هيبقي افضل الكوبونات حقيقيه بنسبه التوصيل بطي خدنه العملاء اسوا شي التطبيق,-1,talbat
97,والله حرام عليكم كده طلب اودرار مارت عباره فرخه وزن والاخر بعتولي دبابيس الدجاج متباله وريحتها وحشي ومنتهي الصلاحيه وكلمت خدمه العملاء بيقولي الاوردار وصلي صح ومفيش مشكله قولتلها طيب ابعت خد الاوردار تاني وشوف الصح اللي بيقولي ده اللي مواضح امامي وانت اللبس الاوردار بجد حسبي الله ونعم الوكيل فيكم مهزله اللي بتحصل دي والله والله الاوردار وصلي غلط ومش عارف اثبتلهم ازي وبعتلهم الصور الاوردار مش معترفين بيها,-1,talbat
98,تطبيق بطيء ولايعمل,-1,talbat
99,التطبيق جيد بس بقاله فتره بيتاخر وقت التوصيل,1,talbat
100,مافيش اشاره برساله الطيار ياريت وده شيء سيي,-1,talbat
101,بقي سي كنت بتعامل الاب سنين كويس بس بقيتوا بالحرف وحشييين شويه كود خصم بيجي فين وفين وحتي يستخدمه تبعتوا حجه عشان الخصم ميشتغلش واضطر اطلب الخصم انا مسحت الاب واي حد قولتله ينزله هنصحه يمسحه بردو خساره كنتوا كويسيين فالاول بس للاسف تقريبا مفيش حاجه بتفضل حالها اسوا تجربه مريت بيها سواء قله الذوق غيره ومنصحش حد يستخدمه,-1,talbat
102,سيي ماله يصير اسوي وتوصيل منتظم وانصحكم تحطون الدفع كاش عشان تاخر الطلب كنسلو لان حقكم بيضيع والابلكيشن يعطيكم تعويض,-1,talbat
103,تاعغههطكغع,1,talbat
104,الغاء طلبي بدون اشعار,-1,talbat
105,استغلال رسمي، اسعار توصيل عاليه، وغير هيك بزيد عسعر الوجبه الاصلي للاسفه سيي,-1,talbat
106,قءيقءءخغءسص ،بصص,0,talbat
107,تجربه فاشله بحلو المشكله مره المطعم الكابتن بغلطو الغلط بتخلص الهمجيه عندهم بدهم يطعمو الناس كيفهو شي بخزي,-1,talbat
108,جميل,1,talbat
109,التطبيق للاسف سيء واسعارهم اعلي اسعار المحلات زياده الضريبه ورسوم الخدمه الفاتوره,-1,talbat
110,سي,-1,talbat
111,هههههههههههههههههههه ههههههههههههههههههه,1,talbat
112,الامر غريب مره بطلع الطلب مرفوض,0,talbat
113,برنامج تافه وسيء,-1,talbat
114,ممكن اعرف موضوع ال,1,talbat
115,تطبيق فاشل بكل معني الكلمه ياتيني اشعار لقسيمه افتح طلبات اجدها موجوده ويوجد مشاكل الطلب تاخر التجربه انصح بتحميله,-1,talbat
116,يقبل التثبيت,-1,talbat
117,طلبات,1,talbat
118,سيي خصم البطاقه استلم شيي,-1,talbat
119,تطبيق كيفه يلغي الطلبات صاير فاشل,-1,talbat
121,الموظفين لايردو استفسارات,-1,talbat
122,انا كنت بدفع بفيزا ميزه بنك الاهلي عادي التحديث الدفع بكارت الميزه التعامل بكارت عادي مفيش مشكله,-1,talbat
123,خرا,-1,talbat
124,افضل برنامج توصل,1,talbat
125,اسعار غاليه انصح,-1,talbat
126,سيء جدا، لايتم الرد الشكوي الابوقت متاخر جدا، البرنامج افضل التفاعل الزبون والاهتمام وشكواه تعد اولويه مشغلي البرنامج,-1,talbat
127,شكرا الكم,1,talbat
128,برفكت,1,talbat
129,افشل ديليفري عمان,-1,talbat
130,خايب يضم مطاعم مهمه واسعار مرتفعه,-1,talbat
131,التطبيق جميل واحيانا يعطي كوبونات خصم,1,talbat
132,حسيتو تضايق صعصغغغعععععععععغ غغغفغععه,0,talbat
133,لايوجد مصداقيه واسعار مبالغ وتاخير وطلب نظيف والفلوس ياخذونها واذا مشكله لاترجع والدليل الغاء خدمه الاتصال الهاتفيه عندك مشكله يردون بالمحادثه وطريقت الوصول معقده واخر شي الموظف يقول اتصل المطعم ومايرد وانا اتصل المطعم يرد اخر شي يقول نرجع المبلغ كاش تاريخ يتواصل معي واراسلهم الايميل يرسلون الرساله متاسفين وسوف نحل المشكله وبالنهايه خذووو الفلوس والاكل نظيف والخدمه سييه والدليل التعليقات تقول هالكلام,-1,talbat
134,عطيت فلوس باقي يرجع ماعطاني سرقه,-1,talbat
135,جيد الطلب يتاخر عده مرات,0,talbat
136,نصبين وبستغلو الكباتن,-1,talbat
137,افضل شركه,1,talbat
138,اسوء ابلكيشن الاطلاق ولو البرنامج والقايمين عندهم الجراءه يكلموني يكلموني بس مفيش نصاب بيرد الفريسه ينصب,-1,talbat
139,للاسف تطبيق فاشل وطلبت مره ساعه ونص كلشي ماكو,-1,talbat
140,ضحكو الشوفريه,-1,talbat
141,سيي ضحكو الشوفريه يالسياره,-1,talbat
142,برنامج سي للغايه طلبت اوردر توصيل مجاني اتفاجات ضايف توصيل وطلبت طلبات طلبات مارت جابلي الاوردر مختلف خالص ومش بيلغو الاوردر رغم الغلط عندهم,-1,talbat
144,استرداد القسايم المنتهيه,1,talbat
145,للاسف تحميل البرنامج لاول مره وتم طلب مواد وتم احضار المواد للاسف الجوده العاديه وتم اطعامها للعصافير المندوبين بالتواصل معي وعن ملاحظات وقمت باخباره سوء جوده المنتج جوابه الاعتذار يتم نجاح التطبيق السعوديه وفشل فشل ذريع عكس تطبيق جاهز سنتين رقم السعوديه التعامل وجوده المنتج والمصداقيه وخدمه البيع,-1,talbat
146,ننا,-1,talbat
147,برنامج فاشل جدددددا,-1,talbat
148,ضريب,0,talbat
149,سيي,-1,talbat
150,جميل لاكن صرتو تحطو ضريبه وتغلو الاسعار وبطلتو تنزلو قسايم خصومات وفوق هاذ رح اقيمكو نجمه عشان الحركه عملتوها عمال التوصيل تاعت السيارات خليتوهم يصلحو ويعبو بنزين حساب تعبهن اعطيتوهم السياره تطبيق سيي زربه زباله,-1,talbat
151,البحث الوجبه التطبيق اصعب، التطبيق يقترح مطاعم تحتوي الوجبه المطلوبه اصلا,0,talbat
152,مافيه مطعم والله تطبيق نكته,-1,talbat
153,سي دن افضل,-1,talbat
154,خانه الخصومات موجوده اجدها احيانا وغالبا غايبا ويقولون عندي كوبونات الخانه مختفيه ارجو اصلاح المشكله,-1,talbat
155,تمام,1,talbat
156,مبلغ التوصيل معادل مبلغ الاوردر ازاي,-1,talbat
157,الاسعار مبالغ,-1,talbat
158,افضل تطبيق بالعالم دام الدون سوا اعلان,1,talbat
159,استغلال رفع الاسعار بره,-1,talbat
160,افضل تطبيق,1,talbat
161,مخادعين ضحكو الدرايفر بالسياره حسبي الله فيكم,-1,talbat
162,الابلكيشن موصلني بدليفري اوردر تاني خالص ومتاخر المعاد ساعه ونص,-1,talbat
163,التوصيل غالي الضريبه الاضافيه المبلغ بالاضافه الاصناف اغلي سعرها للاسف تجربه سييه,-1,talbat
164,البدايه تطبيق رايعا التوصيل مجاني سريع بطييا التوصيل مجاني المندوبين الشباب يتحرشون فتياه البيت الاتصال ارجو تراقبو المندوبين ترسلونهم بيوت العالم,-1,talbat
165,احترام وقت توصيل الطلب وبعد المقدر لتوصيل الطعام دقيقه وبعد انتهاء تفاجينا بتمديد ساعتين وعند التواصل معاهم طريق الدردشه مااخذنا منهم الكلام الحلو لابقدم باخر المشكله مره اتعرض لنفس المشكله معاهم حل للشكوي وعندما طلبت التواصل الاداره افادوا بانهم سيتواصلون دقيقه معاي الظاهر مشغولين كثره الشكاوي هههههه,-1,talbat
166,تطبيق مزعج بكثره اعلاناته الغبيه مكان,-1,talbat
167,زباااله,-1,talbat
168,تطبيق روعه شكرا طلبات,1,talbat
169,سييييييييء,-1,talbat
170,صاير تطبيق فاشل,-1,talbat
171,تعرضت للكثير النقص بالطلبات اغلب يتم الغاء الطلبات لعدم تمكن التطبيق الالتزام بالمصداقيه العملاء,-1,talbat
172,اسوء تجربه التطبيق، لعدم مصداقيه الالتزام بالوقت، يقوم التطبيق ببيان المحدد لتوصيل التطلب، وبعد اتمام عمليه الطلب يتم مضاعفه وقت التوصيل الالتزام بالوقت، وتضييع وقت المتعامل التطبيق لهو اسوء الامور تجعل مستخدم التطبيق يثق بتاتا,-1,talbat
173,مطعم تجهيز المنزل اريد التواصل معكم,0,talbat
174,زفت,-1,talbat
175,افضل برنامج لتوصيل الطعام العراق النواحي,1,talbat
176,طلبات كريستيانو رونالدو كذب,-1,talbat
178,هين قرشك تهين ياليت تلغو الخدمه تبع الاستلام لان التعامل سي المطاعم تجي تستلم طلبك يعاملك كانك خادم ابوه وعلي ايش بيسه توفير افضلي اطلب مباشره المطعم,-1,talbat
179,مرتب,1,talbat
180,سيء لايوصل جمي الاماكن الدوله اتمنا حل المشكله,-1,talbat
181,تطبيق سييي تاخير كبير اسعار غاليه بعملك التوصيل مجاني بسعر رمزي وبكون رافع سعر الوجبات مش طبيعي,-1,talbat
182,تطبيق زباله طلب وخصم المبلغ الاخير الغاء الطلب المطعم بدون سبب واضح يسترد المبلغ للان,-1,talbat
183,التطبيق والخدمه اصبحت سييه للاسف,-1,talbat
184,زفت يا نصابين,-1,talbat
185,مناسب,-1,talbat
186,برنامج ظالم ونصاب,1,talbat
187,التطبيق سي يعمل,-1,talbat
188,متوفر المتاجر,-1,talbat
189,الشباب الاردني,-1,talbat
190,ممناز,1,talbat
191,تطبيق فاااااشل مادييين وغشاشين وواستغلالييين الطلب اصلا زايدين سعرو وبتاخدو رسوظ خدمه وضريبه مبيعات وتوصيل ول عليكم جوعانين انتو رح اشطب التطبيق لاني بطلت استفيد منو,-1,talbat
192,سيي لاسوء طلبي بصير دنانير رسوم خدمه ورسوم ضريبه ورسوم توصيل,-1,talbat
193,ليه غيرتو اللغه شايفنا اجانب,-1,talbat
194,ضضصضصصصشك,1,talbat
195,سيتم حذفه حتي اعطاء الشباب حقوقهم,-1,talbat
196,ممتاز وبشكركم هتمام,1,talbat
197,تطبيق سيي,-1,talbat
198,سيء,-1,talbat
199,صادقين السايقين,-1,talbat
200,سيء شركه طلبات فرع الاردن نصابه,-1,talbat
201,تطبيق فاشل، يفتقر للامانه,-1,talbat
202,تطبيق فاشل وسي للغايه,-1,talbat
203,سيء مصداقيه,-1,talbat
204,شركه احتياليه,-1,talbat
205,صراحه طلبات شي رايع ومريح وقت تطلب اللي بالك بالتوفيق يا رب شاء الله تطور التطبيق ويصبح المجالات,1,talbat
206,شرمه نصب وحتيال,-1,talbat
207,شويه يقفل لوحده,-1,talbat
208,جيده اصبحت احتيال ونصب شهر كامل واكثر وانا اعاني استخدام رصيد طلبات لاكن طلب اخر طلبات حياه لمن تنادي اطالب الاردنيين بشطب التطبيق واستعمال تطبيق اردني اخر انهم نصابين وحراميه وكذابين متميزون بلكذب والكلام العسول علينا الاردنيين نشتعمل تطبيق اخر اردني الصنع ونشطب طلبات ونودعه اله بلده نصابين,-1,talbat
209,ممتازه,1,talbat
210,تطبيق سيي ونصابين,-1,talbat
211,سيء,-1,talbat
212,تطبيق سيء كلنا معا لافشال التطبيق احترامكم لحقوق الموظفين,-1,talbat
213,مقاطع,-1,talbat
214,هنجر ستيشن افضل وجهه نظري,-1,talbat
215,تاني مره يحصل غلط الاوردر ومش لاقيه رقم للتواصل,0,talbat
216,تجربه سييه انصح بشده لايحترم الزباين الموظفين,-1,talbat
217,اسوء ططبيق,-1,talbat
218,بخزي طلبات,-1,talbat
219,خايس,-1,talbat
220,سيارات الموظفين,-1,talbat
221,شركه سييه وعدت سايقيها بتملك السياره تفي بوعدها ونفت شركه استغلاليه يتم خصم ثمن الطلب المطلوب,-1,talbat
222,تضامنا السايقين اللي نصبو عليهم الشركه الهامله,-1,talbat
223,حرام عليكم تضحكو الشباب وتستغلو قدراتهم ومجهودهم وبالاخر تقولو الهم مالكو اشي لاكن الله مابروح حق,-1,talbat
224,طلبات وصلولي طلب بالغلط وطلب قديم كانه معموله ولما اتصلت خدمه العملاء قلت طلبي قالوا مانقدر نسويلك شي تواصل لايف شات ولايف شات متوقف يحطون العميل بمتاهات وتروح فلوسه اللي حصل معي جاري حذف التطبيق,-1,talbat
225,سيي,-1,talbat
226,استطيع تحميل التطبيق احاول احمل التطبيق جدوي,1,talbat
227,برنامج ممتاز ومفيد,1,talbat
228,شركه نصابه تستحق الاحترام,-1,talbat
229,سي يتم محاسبه الكباتن عادل,-1,talbat
230,السايق,-1,talbat
231,سيء لانكم نصابين رجعو حقوق الموظفين مقاطعه تطبيق طلبات,-1,talbat
232,تلتزم الشركه باعطاء العمال السياره وعدتهم سابقا,-1,talbat
233,سيي لانو فتره قامو بحظري,-1,talbat
234,تطبيق فاشل وبكل مقاييس المهنه,-1,talbat
235,زباله,-1,talbat
236,تطبيق سيي واسعار وعروض مخادعه,-1,talbat
237,سيي والكباتن مظلومه هيك تطبيق,-1,talbat
238,تطبيق فاشل وغير ملتزم قوانين وزاره التجاره تسعيره التوصيل وتلاعب الاسعار بالاتفاق المطاعم واذا اخطيو بالطلب يضيع حقك وفلوسك وعدم اهتمام بالزباين والموضفين القايمين الدعم والمساعده بالتطبيق يسعون افشال التطبيق بحجج واهيه وغير مقنعه وتظيع المبالغ وعدم المساعده ارجاعها مطالبه المطعم اكمال الناقص الطعام انصح بعدم تحميل التطبيق ولي ضمان وصول طلبك كامل وساخن اطلب المطعم مباشره,-1,talbat
239,شو بعمللك عروض خصم ماخذهن منك مدوبلات خصم شو الوجبه السوبر ثمنها دينارين ونص وعندكم ودينار توصيل اربعه وين الخصم الموضوع تسمع بالمثل اللي بحكي مطرح شنقوه,-1,talbat
240,اسوء تطبيق سسسسييييييييءءءوووو,-1,talbat
241,للاسف الاسعار اغلي المطعم بكثير,-1,talbat
242,طتبيق سيء ارسلي منتجي مسكوبا,-1,talbat
243,نصب واحتيال,-1,talbat
244,طبنصي,1,talbat
245,كله كذب بكذب,-1,talbat
247,مناسب اسعار اغلي المعروض,-1,talbat
248,كتير حلو التطبيق بس قسام تلات سنين تعطوني وحده ؟,1,talbat
249,سيي اغراض ناقصه قدرنا نتواصل معهم,-1,talbat
250,انصح بتحميل البرنامج,-1,talbat
251,صريح الزبون,-1,talbat
252,فخميين,1,talbat
253,حتي نجمه بستاهل بضحكو بالتوصيل المجاني وبزيدو الضرايب وغير هيك بسحبو الفيزا بدون يتاكد الطلب,-1,talbat
254,للاسف الربح المادي يبدو المتحكم الوحيد بالشركات باب اولي كسب الموظفين,-1,talbat
255,تطبيق زباااااله ونصابين,-1,talbat
256,شركه نصابه,-1,talbat
257,مقاطعه طلبات حتي ترجع للشباب حقوقهم,-1,talbat
258,استغلال الموظفين نصب يسكت عنو,-1,talbat
259,اعطوا حق الناس,-1,talbat
260,بطول ليبين اخذ الطلب,-1,talbat
261,سييين,-1,talbat
262,سيء للغايه,-1,talbat
263,خدمه سييه,-1,talbat
264,سيء بدنا سياره,-1,talbat
265,مقاطعه طلبات,-1,talbat
266,سي انصح بتحميله,-1,talbat
267,السايقين,-1,talbat
268,رجعو للناس حقوقهم,-1,talbat
269,يجب تكونوا صادقين العاملين لديكم,-1,talbat
270,يستحق حتي نصف نجمه,-1,talbat
271,سوء معامله وعدم احترام وتطبيق يعمل بالشكل الجيد واسعار عاليه وعدم دقه المواعيد وخدمه عملاء سييه وعدم استجابه وعدم حل المشاكل,-1,talbat
272,انا زبون عندكم تقريبا فتحتم لاكن تضحكو شباب التوصيل رح نكون شركاء معكم لهيك نجمه ولو اقل حطينا رح نرجع نستخدم تطبيقكم,-1,talbat
273,طلبات الاردن ياكلون حقوق ابناء الاردن المكافحين وقفو معهم يدا بالايام المره الحلوه شركه نصب واستخفاف بعقول الشباب الشغيلين عندهم,-1,talbat
274,ضروري تخربوا سمعتكم وتنصبوا العمال؟,-1,talbat
275,تطبيق زفت وشركه كاذبه,-1,talbat
276,هه,-1,talbat
277,سيء,-1,talbat
278,منصفه واسعار حقيقيه,-1,talbat
279,نصبه الموظفين بيشتغله معهم قاطعوهم,-1,talbat
280,حسبي الله ونعم الوكيل,-1,talbat
281,تطبيق سيء انصح باستخدامه,-1,talbat
282,نصابين,-1,talbat
283,سي,-1,talbat
284,سيء نصب وكذب ودجل,-1,talbat
285,تطبيق ممتاز,1,talbat
286,استغلال الموظفين لديكم وعدم الايفاء وعدكم اتجاهم,-1,talbat
287,الموقع احيانا مايعمل,-1,talbat
289,شيكه نصب واحتيال شركه طلبات الاردن وعدت الموظفين اشتغلوا معهم سنين رح سيارات التوصيل الهم وقبل تخلص ال سنين باشهر طردوهم بحجه الاداء السيء علما بانه راتب الموظفين بنزين السياره وتصليحها عالموظف لازم نقاطع الشركه لحد يرجعوا للموظفين حقوقهم مقاطعه طلبات,-1,talbat
290,لعيون صاحبي ناويين تاكلوا حقه سنه شهور,-1,talbat
291,اعطوا الشباب حقوقهم,-1,talbat
292,انصفوا عمالكم تظلموا,-1,talbat
293,تطبيق فاشل استغلال الشباب الاداره السييه,-1,talbat
294,شركه نصابه تقوم بالنصب الكباتن بوهمهم بتسجيل السياره باسمهم وتقوم باعطايهم راتب رمزي وبعد تقوم بنقض الاتفاق,-1,talbat
295,نصره للمظلومين اللي خدعتوهم,-1,talbat
296,الاكل بصل بارد وماكول نصو,-1,talbat
297,اعطوا الناس حقوقها بلاش ربنا يسخطكوا,-1,talbat
298,افشل تطبيق,-1,talbat
299,سيي,-1,talbat
300,نصااااابيييييين,-1,talbat
301,نصابين سعر السلعه طلبات اعلي سعرها المعروف تعاملهم سيء الموظفين,-1,talbat
302,يجب مقاطعه البرنامج اسرع وقت معاملتهم السييه موظفينهم وعدم اعطاهم حقوقهم وظلمهم الله يعوض هاولاء المساكين بوظيفه افضل الشركه النصابه,-1,talbat
303,المقاطعه,-1,talbat
304,التعامل ممتاز والوصول الموعد شكرا لكم,1,talbat
305,تجربه سييه الحدف,-1,talbat
306,تجربه سييه وموظفين توصيل بلطجيه واسلوب سيء بالتعامل نصابين احذروا التعامل معهم انا نصبوا بمبلغ وتم حظر حسابي احذروا منهم,-1,talbat
307,يجب تلتزمو سايقي التطبيق اساس شركتكم وتعوضوهم خسايرهم واعطايهم السيارات وعدتموهم البدايه,-1,talbat
308,الشركه طلبات شركه محتاله,-1,talbat
309,برنامج رايع ومعامله رايعه الخدمه والتوصيل وكادر البرنامج,1,talbat
310,حذف التطبيق وتقييمه بنجمه لعدم منح السايقين حقوقهم,-1,talbat
311,تاخر الطلب كثير,-1,talbat
312,نصب حرام,-1,talbat
313,قاطعوا تطبيق طلبات تشاركوا بظلم الشباب الطموحين هدفهم يوفروا قوت يومهم بكل الطرق القله والبطاله والفقر والظلم كمان كذب واستغلال لحاجه الشباب والتجبر عليهم واكل حقوقهم بعرف لوين واصلين بهالغابه بس بقول يارب لطفك بهالشعب,-1,talbat
314,سيي,-1,talbat
316,ممتاز التطبيق,-1,talbat
317,كذابين طلبات الاردن ونصابين,-1,talbat
318,تطبيق ينصح,-1,talbat
320,يا ايها امنوا اوفوا بالعقود,-1,talbat
321,عشان نصبتو الكباتن,-1,talbat
322,تطبيق سيي وغير منصف,-1,talbat
323,تطبيق لصوص,-1,talbat
324,وكثيره عليكم,-1,talbat
326,تطبيق ممتاز اوقات,1,talbat
327,زمان افضل التطبيقات اسوءهم تجربه تستحق الاعاده تطبيق فاشل بتطلب الطلب ساعه ونص حتا يوصل الاوردر هيك بمنيه كانهم جايبين الاكل ببلاش الاسعار الخرافيه صارت انصح ابداااا,-1,talbat
328,حسبنا الله ونعم الوكيل,-1,talbat
329,حرام عملتوه الموظفين بالاردن اعطوهم سياراتهم,-1,talbat
330,حقوق الانسان تظلم الشركه,-1,talbat
331,مقاطعه طلبات,-1,talbat
332,سوء المعامله الموظفين لديها,-1,talbat
333,شركه نظامها خلل بطلب المطعم بيجهز الاوردر دقايق بيعتذرو بيعوضوني بيتشرط اصرفو اشي بيسكت حق الناس يزعل بس حقو يضيع انا احذف هاد التطبيق حد الشركه توضح شو صاير موظفيها بالبلد حلين الاعتذار التعويض المالي اعطاء الموظف وعد سياره,-1,talbat
334,شركه مافيها خير لموظفيها خير للناس,-1,talbat
335,تطبيق سيء وشركه سييه بالتعامل فيات الشعب الموظفين حسبي الله ونعم الوكيل فيكم وبكل حدا بشارك بالمسخره تبعتكم حسبي الله فيكم,-1,talbat
336,شركه كذابه تقيم زباله نصره للشباب العاملين,-1,talbat
